"","year","month","UF","nconcep","nconcep_educ_low","nconcep_educ_high","nconcep_age_young","nconcep_age_old","nfetal","nfetal_educ_low","nfetal_educ_high","nfetal_age_young","nfetal_age_old","totalconcep","totalconcep_educ_low","totalconcep_educ_high","totalconcep_age_young","totalconcep_age_old"
"231",2019,2,"PB",4024,1436,2588,1634,2390,31,0,0,0,0,4055,1436,2588,1634,2390
"232",2019,2,"PE",9179,3055,6124,3934,5245,104,0,0,0,0,9283,3055,6124,3934,5245
"233",2019,2,"PI",3376,1115,2261,1424,1952,30,0,0,0,0,3406,1115,2261,1424,1952
"234",2019,2,"PR",10756,2448,8308,3813,6943,57,0,0,0,0,10813,2448,8308,3813,6943
"235",2019,2,"RJ",13911,3443,10468,5268,8643,150,0,0,0,0,14061,3443,10468,5268,8643
"236",2019,2,"RN",2755,1023,1732,1164,1591,29,0,0,0,0,2784,1023,1732,1164,1591
"237",2019,2,"RO",1845,566,1279,778,1067,11,0,0,0,0,1856,566,1279,778,1067
"238",2019,2,"RR",1134,345,789,574,560,13,0,0,0,0,1147,345,789,574,560
"239",2019,2,"RS",9322,2587,6735,3144,6178,66,0,0,0,0,9388,2587,6735,3144,6178
"240",2019,2,"SC",6572,1498,5074,2066,4506,58,0,0,0,0,6630,1498,5074,2066,4506
"241",2019,2,"SE",2232,880,1352,923,1309,23,0,0,0,0,2255,880,1352,923,1309
"242",2019,2,"SP",40527,6342,34185,13307,27220,261,0,0,0,0,40788,6342,34185,13307,27220
"243",2019,2,"TO",1797,417,1380,817,980,17,0,0,0,0,1814,417,1380,817,980
"244",2019,3,"AC",1123,514,609,556,567,9,0,0,0,0,1132,514,609,556,567
"245",2019,3,"AL",3264,1329,1935,1625,1639,33,0,0,0,0,3297,1329,1935,1625,1639
"246",2019,3,"AM",6084,2050,4034,3139,2945,76,0,0,0,0,6160,2050,4034,3139,2945
"247",2019,3,"AP",1259,414,845,577,682,16,0,0,0,0,1275,414,845,577,682
"248",2019,3,"BA",12780,3913,8867,5123,7657,149,0,0,0,0,12929,3913,8867,5123,7657
